timestamp,gas_level,temperature,pressure,smoke_level,location,shift,alarm
2026-01-01 00:00:00,133.86066552870778,46.139206130434104,153.62264739778752,7.208816898340055,Zone B,Night,0
2026-01-01 00:01:00,96.02523020661788,48.60087882231078,216.6470436241147,3.296440261095681,Zone C,Night,0
2026-01-01 00:02:00,63.98567293081538,62.072597844339185,175.41375914040077,10.916002039965749,Zone B,Night,0
2026-01-01 00:03:00,137.21935581137376,56.67881370697412,163.72239962770578,7.835588258726265,Zone B,Morning,0
2026-01-01 00:04:00,102.14242726615143,52.79711093161771,227.67135035902217,-0.5626798680138316,Zone A,Night,0
2026-01-01 00:05:00,25.789056744440174,61.89111573930173,246.41179094882406,7.187585612664486,Zone B,Morning,0
2026-01-01 00:06:00,147.09286832845106,45.13208049783655,263.469532911608,5.763135971166248,Zone A,Morning,0
2026-01-01 00:07:00,1.5634207952920463,53.025258047168876,238.79731340431792,7.255014318113494,Zone A,Morning,0
2026-01-01 00:08:00,103.98801611181416,50.81897825298138,239.18793889095485,11.220425814851898,Zone C,Night,0
2026-01-01 00:09:00,63.76507751771193,55.120885225241196,183.7092440314057,7.940475473837247,Zone B,Morning,0
2026-01-01 00:10:00,102.9360124389215,57.02000674772119,229.86133803355133,4.155160619077781,Zone A,Night,0
2026-01-01 00:11:00,123.23142157905566,80.33737617447888,230.06555025792395,4.378867809470627,Zone A,Night,0
2026-01-01 00:12:00,171.81428281119275,96.0403039352702,206.69248931652396,8.854437363308937,Zone C,Night,1
2026-01-01 00:13:00,63.21657522897344,89.61003225928266,209.76584767659637,2.814402435297402,Zone C,Night,0
2026-01-01 00:14:00,82.72463261821326,87.1035028676773,227.15140729275254,6.079277644797054,Zone C,Afternoon,0
2026-01-01 00:15:00,135.6438160621715,76.35218805833851,192.31693628321744,-0.7474773084827646,Zone C,Afternoon,0
2026-01-01 00:16:00,47.84041919339512,56.82365140478722,205.4276807170429,5.14504333228969,Zone A,Morning,0
2026-01-01 00:17:00,148.89508209819658,47.561808462912566,204.60752340989754,3.6506239395255653,Zone B,Morning,0
2026-01-01 00:18:00,131.89317164288718,42.69729078531658,151.75834853307828,1.7502425137972355,Zone B,Night,0
2026-01-01 00:19:00,109.71690092973284,42.49411377845256,204.18258727973242,6.9808496664582105,Zone B,Night,0
2026-01-01 00:20:00,98.3616690119737,73.03164576411272,177.32271067468452,3.7875898786663678,Zone C,Night,0
2026-01-01 00:21:00,114.03722965008863,58.76563019718056,181.44517698404175,2.2454096632073517,Zone A,Night,0
2026-01-01 00:22:00,77.75793725159241,71.57909246413725,110.63110192261155,3.7879693092023654,Zone A,Afternoon,0
2026-01-01 00:23:00,-1.0972232547274245,63.272073621781765,222.2911167399484,4.3161463143995915,Zone B,Night,0
2026-01-01 00:24:00,45.590411012068756,52.94868723138626,157.1824209413853,0.8154260018219173,Zone C,Night,0
2026-01-01 00:25:00,176.45706696770577,59.3967688472899,255.4828521836676,0.23845566911736427,Zone C,Morning,0
2026-01-01 00:26:00,-55.93069959727188,74.41494313477651,163.83514493318108,-0.436095762601866,Zone B,Night,0
2026-01-01 00:27:00,117.42020412775227,62.6323670027128,173.9111444901863,6.251036178673308,Zone A,Night,0
2026-01-01 00:28:00,60.028732313051094,25.360008242568817,248.6665823670396,3.4722706720154948,Zone C,Afternoon,0
2026-01-01 00:29:00,16.950482484238634,47.5126336293487,186.6917699454654,5.391891131624754,Zone A,Afternoon,0
2026-01-01 00:30:00,96.86077748575919,57.873440414005735,243.75873830388318,1.3164172011023485,Zone A,Night,0
2026-01-01 00:31:00,76.12121130346968,55.76984924111699,262.1373467603042,6.423705638247878,Zone A,Afternoon,0
2026-01-01 00:32:00,116.94921529029229,68.46773648553128,221.89606675670575,5.004244429889586,Zone A,Morning,0
2026-01-01 00:33:00,108.86623594594985,73.18003880936831,222.48317632085573,0.5004794123440135,Zone B,Night,0
2026-01-01 00:34:00,78.8966108303153,61.43178051117984,260.6897110133349,5.765783843793272,Zone C,Morning,0
2026-01-01 00:35:00,109.0319826341824,63.43605748009354,183.08973369399308,7.715151951400392,Zone B,Morning,0
2026-01-01 00:36:00,32.67040062426378,39.245142450332935,221.12971684899355,3.2782966751941904,Zone A,Morning,0
2026-01-01 00:37:00,222.23507102058613,62.71618568291332,184.6555354151698,0.2749283084096721,Zone C,Night,0
2026-01-01 00:38:00,113.27452332004442,78.2003160167732,135.6650201791394,2.766504204438787,Zone A,Afternoon,0
2026-01-01 00:39:00,149.3337681348342,34.93804742908446,178.95984747042868,8.863107842515141,Zone B,Morning,0
2026-01-01 00:40:00,128.08685406227724,51.89113435038305,237.99327853723346,7.325965289254089,Zone A,Night,0
2026-01-01 00:41:00,92.48215174676668,77.76719482793075,248.66297734936097,4.8389427679592405,Zone B,Afternoon,0
2026-01-01 00:42:00,87.54840078700234,50.89114811381324,199.6091188918051,3.10088392613199,Zone B,Morning,0
2026-01-01 00:43:00,86.32257118933583,53.39336238246768,177.08524900117257,6.569528225472409,Zone B,Afternoon,0
2026-01-01 00:44:00,34.76771795549374,30.587994393770018,240.81361949552615,3.3412303697392227,Zone A,Morning,0
2026-01-01 00:45:00,181.05350567805812,43.95535733874596,180.3169075398922,4.060477653481074,Zone A,Night,0
2026-01-01 00:46:00,136.88190773670289,58.59187339934078,238.88341800296465,0.4485698266064144,Zone C,Morning,0
2026-01-01 00:47:00,-2.1008940113580223,51.744159281400705,212.00631641181133,3.043172115110045,Zone C,Afternoon,0
2026-01-01 00:48:00,161.86049763553473,56.529380281898256,179.1320451610685,6.291088293831759,Zone C,Morning,0
2026-01-01 00:49:00,-12.298987185502682,67.32342452253474,224.9590799359727,9.853632586690665,Zone A,Afternoon,0
2026-01-01 00:50:00,72.1342937788001,39.988058008033605,280.21918586485936,8.230370222109089,Zone B,Afternoon,0
2026-01-01 00:51:00,186.62077316261664,67.61799359161688,203.1806100354633,7.566594835743435,Zone C,Morning,0
2026-01-01 00:52:00,149.94100620964986,79.04779033059316,138.93866353768524,2.4266790554349162,Zone C,Night,0
2026-01-01 00:53:00,187.90488150742962,84.08027526790931,175.48509644318503,0.8719492872365899,Zone B,Morning,0
2026-01-01 00:54:00,161.78806126367098,44.55459625138796,240.83219176692546,1.0397661009286203,Zone A,Night,0
2026-01-01 00:55:00,68.95346656152961,77.73477834835681,171.15286148385516,5.2466954621192325,Zone A,Afternoon,0
2026-01-01 00:56:00,150.8711284904446,64.08932550454863,186.51804296093385,1.1818164471860046,Zone A,Night,0
2026-01-01 00:57:00,128.86265070556186,89.23703489178706,249.08877972921044,4.089588017804559,Zone A,Afternoon,0
2026-01-01 00:58:00,57.6500328567368,75.02659531757064,230.55314842305154,3.281611404698381,Zone C,Morning,0
2026-01-01 00:59:00,87.52260511214944,60.202956822441415,239.31692955363533,2.225372419785614,Zone B,Morning,0
2026-01-01 01:00:00,102.71945172730906,93.44470449002876,165.11283301446008,8.61944066134734,Zone A,Morning,1
2026-01-01 01:01:00,74.72759175461962,42.88665652038214,242.439668415001,5.857994445029526,Zone C,Afternoon,0
2026-01-01 01:02:00,98.96718815634158,32.63283762649979,260.4723794480663,3.7509907995165523,Zone B,Morning,0
2026-01-01 01:03:00,119.9564687351591,55.964486677905704,222.9830218866211,0.6133115557098847,Zone C,Afternoon,0
2026-01-01 01:04:00,31.71551253082488,37.766757050471995,161.60511447468966,0.7681490003057547,Zone B,Morning,0
2026-01-01 01:05:00,115.4647050648839,58.44019916493144,239.4229070653327,5.361484094535615,Zone C,Morning,0
2026-01-01 01:06:00,76.30290677551052,62.22347004811143,184.97280411915975,1.279689371226448,Zone B,Afternoon,0
2026-01-01 01:07:00,181.16504225927838,56.758397129030016,187.15033319213933,6.674306622141209,Zone C,Night,0
2026-01-01 01:08:00,98.54224967818699,40.40031657529764,248.75986400904497,6.307449185412812,Zone B,Afternoon,0
2026-01-01 01:09:00,97.40459238746634,78.44814855339641,248.43639440010966,4.153239762584562,Zone C,Afternoon,0
2026-01-01 01:10:00,126.44880535378948,74.08531412936901,241.96985610902274,7.373673758970702,Zone C,Night,0
2026-01-01 01:11:00,116.50243426973465,60.75610813487114,255.1272505064287,3.375400897082617,Zone A,Night,0
2026-01-01 01:12:00,126.98161943775547,73.75954871412301,177.60457699914215,4.947188290000332,Zone C,Morning,0
2026-01-01 01:13:00,148.73871791922497,61.19608045288474,255.31586548081174,2.282305848226757,Zone C,Afternoon,0
2026-01-01 01:14:00,138.6241410033437,68.05462282254558,198.68435059158037,4.8990508109331605,Zone C,Night,0
2026-01-01 01:15:00,156.97806871784422,61.27405195048938,182.057778785276,1.1031458228414692,Zone B,Morning,0
2026-01-01 01:16:00,71.76621846945682,52.34946394423094,137.2186005962392,7.494079963210484,Zone C,Morning,0
